iter	RMSE
311	6.109267481
312	6.109262364
313	6.109257327
314	6.106820171
315	6.106815361
316	6.099599522
317	6.094792415
318	6.083650981
319	6.083646171
320	6.083641437
321	6.068232876
322	6.067091302
323	6.05922287
324	6.044046962
325	6.044041996
326	6.035147443
327	6.035142579
328	6.035137792
329	6.021078118
330	6.007649597
331	5.99047208
332	5.98724224
333	5.986403738
334	5.963221846
335	5.961258569
336	5.961253117
337	5.947814753
338	5.947809215
339	5.943214193
340	5.943208785
341	5.936409922
342	5.92243357
343	5.922428196
344	5.90990501
345	5.895401164
346	5.895395865
347	5.892778754
348	5.892773528
349	5.889251384
350	5.879845612
351	5.879840479
352	5.874038596
353	5.871635632
354	5.868046733
355	5.854497244
356	5.854492077
357	5.85448699
358	5.850290269
359	5.850285345
360	5.843789708
361	5.842064775
362	5.838586068
363	5.823385916
364	5.820303107
365	5.808049442
366	5.801527725
367	5.788752261
368	5.788747253
369	5.769488222
370	5.766343672
371	5.762157904
372	5.762152946
373	5.756952879
374	5.742796808
375	5.742792047
376	5.732933245
377	5.732928473
378	5.732923776
379	5.729926722
380	5.72907215
381	5.729067628
382	5.729063178
383	5.716835055
384	5.716830661
385	5.71395681
386	5.713474172
387	5.70109267
388	5.70108849
389	5.701084376
390	5.701080327
391	5.699551655
392	5.699547752
393	5.688071399
394	5.673821697
395	5.664068074
396	5.663218646
397	5.651463402
398	5.647592018
399	5.643792819
400	5.632368291
401	5.627890412
402	5.617183013
403	5.617178529
404	5.617174115
405	5.617169771
406	5.612518539
407	5.591594813
408	5.591590663
409	5.591586578
410	5.589680668
411	5.583023407
412	5.580788935
413	5.580784993
414	5.564366487
415	5.551070769
416	5.551066147
417	5.551061597
418	5.539387027
419	5.533369105
420	5.5333642
421	5.531661969
422	5.514494104
423	5.508766471
424	5.50861745
425	5.508612535
426	5.496204975
427	5.495020118
428	5.478859963
429	5.478854851
430	5.477865078
431	5.472280246
432	5.461715534
433	5.450581785
434	5.435958748
435	5.41909857
436	5.419093007
437	5.415584625
438	5.415579193
439	5.415573847
440	5.414625509
441	5.408874638
442	5.406728292
443	5.40672322
444	5.406718228
445	5.39820037
446	5.398195482
447	5.397432953
448	5.39742818
449	5.385093231
450	5.38508839
451	5.382831383
452	5.38102647
453	5.380330634
454	5.377351536
455	5.370856143
456	5.370851494
457	5.370846919
458	5.36632249
459	5.366318071
460	5.362672895
461	5.362668607
462	5.35178109
463	5.35177685
464	5.340987633
465	5.32902649
466	5.326438815
467	5.326434464
468	5.315481145
469	5.315476497
470	5.305179999
471	5.305175452
472	5.302481074
473	5.302476703
474	5.302472401
475	5.302468166
476	5.302463998
477	5.296748204
478	5.286455033
479	5.281329425
480	5.270475349
481	5.270471311
482	5.260993088
483	5.258898896
484	5.255551512
485	5.252252377
486	5.24303062
487	5.243026518
488	5.237536752
489	5.237218271
490	5.232760611
491	5.232756676
492	5.218883226
493	5.217610571
494	5.20628093
495	5.204778728
496	5.204774831
497	5.203447084
498	5.188818239
499	5.186285885
500	5.186281764
501	5.177850205
502	5.177004853
503	5.166157173
504	5.155616101
505	5.155611963
506	5.155607889
507	5.14509091
508	5.138979141
509	5.135865571
510	5.13454207
511	5.132031369
512	5.131472871
513	5.131468716
514	5.119738384
515	5.116647123
516	5.116643071
517	5.116639083
518	5.116635158
519	5.110436985
520	5.10957275
521	5.098914729
522	5.089700167
523	5.089695836
524	5.089691574
525	5.087020798
526	5.087016613
527	5.077884543
528	5.068419568
529	5.068415389
530	5.057675136
531	5.056809946
532	5.056805662
533	5.048104527
534	5.048100307
535	5.035873301
536	5.030399404
537	5.022352981
538	5.020657241
539	5.018329772
540	5.018325442
541	5.018321181
542	5.01522996
543	5.015225758
544	5.010492981
545	5.010488838
546	5.00888286
547	5.007767934
548	4.996306496
549	4.984224613
550	4.984220262
551	4.982846398
552	4.970279672
553	4.958482776
554	4.949464051
555	4.946181771
556	4.946176723
557	4.946171753
558	4.946166862
559	4.946162048
560	4.934855055
561	4.933134631
562	4.933129366
563	4.933124184
564	4.923042636
565	4.908740175
566	4.898649546
567	4.897551118
568	4.890851278
569	4.881345936
570	4.870424055
571	4.870418066
572	4.864389914
573	4.864383965
574	4.857095551
575	4.85654296
576	4.845532317
577	4.843143892
578	4.843137869
579	4.841502006
580	4.841496115
581	4.841490318
582	4.8368277
583	4.827427315
584	4.827421681
585	4.827416135
586	4.827410677
587	4.827405304
588	4.816809774
589	4.816804304
590	4.814300237
591	4.81429479
592	4.814289429
593	4.814284152
594	4.814278958
595	4.806803824
596	4.806798459
597	4.797125728
598	4.795234456
599	4.795229201
600	4.793647714
601	4.792087589
602	4.792082479
603	4.792077449
604	4.77894053
605	4.768753059
606	4.768748077
607	4.759913397
608	4.759573383
609	4.758992012
610	4.747113076
611	4.747107919
612	4.737714891
613	4.737709682
614	4.73636352
615	4.736358453
616	4.728702528
617	4.728697505
618	4.728692562
619	4.718789615
620	4.718784603
621	4.71877967
622	4.709391088
623	4.707919417
624	4.703332199
625	4.698346792
626	4.690785213
627	4.690780212
628	4.686898524
629	4.676390765
630	4.667949916
631	4.667944845
632	4.660547269
633	4.656286551
634	4.656281079
635	4.654908322
636	4.652729397
637	4.645662563
638	4.645657381
639	4.644973116
640	4.64496807
641	4.644963103
642	4.644958214
643	4.640827201
644	4.640822358
645	4.632849765
646	4.632844854
647	4.63284002
648	4.631697366
649	4.631101939
650	4.624174641
651	4.621903297
652	4.620776316
653	4.609446147
654	4.601661594
655	4.601656837
656	4.594505964
657	4.592102181
658	4.588071642
659	4.58195053
660	4.581945744
661	4.578825456
662	4.56978936
663	4.567502753
664	4.567498098
665	4.55973684
666	4.556417632
667	4.544989529
668	4.540829336
669	4.53437758
670	4.527664241
671	4.522946302
672	4.522941437
673	4.512669572
674	4.505279894
675	4.504803545
676	4.496848346
677	4.496843275
678	4.488749611
679	4.486753199
680	4.484112002
681	4.480485265
682	4.47980405
683	4.479799207
684	4.47979444
685	4.47863273
686	4.468918411
687	4.459294938
688	4.459289974
689	4.450864513
690	4.444433327
691	4.437532519
692	4.429367674
693	4.42303336
694	4.423027791
695	4.416405276
696	4.40657504
697	4.406569364
698	4.397905576
699	4.397899967
700	4.397550823
701	4.39754542
702	4.391012109
703	4.391006796
704	4.391001566
705	4.385541445
706	4.385536213
707	4.385531064
708	4.379401986
709	4.370212737
710	4.359335581
711	4.357479926
712	4.357474947
713	4.356648621
714	4.356643709
715	4.351151824
716	4.341520014
717	4.341514841
718	4.340934592
719	4.340110878
720	4.338183559
721	4.337366934
722	4.337362156
723	4.337357454
724	4.336053255
725	4.336048742
726	4.328659262
727	4.327626578
728	4.32762223
729	4.327617949
730	4.322098793
731	4.32086111
732	4.319547247
733	4.31503275
734	4.315028459
735	4.311859535
736	4.311855279
737	4.31012575
738	4.304593497
739	4.304589327
740	4.297739646
741	4.29037841
742	4.290373996
743	4.288668181
744	4.287141276
745	4.287137154
746	4.287133097
747	4.287129104
748	4.280127806
749	4.270490951
750	4.269781328
751	4.266204258
752	4.260196544
753	4.251591111
754	4.25158694
755	4.249638524
756	4.239885102
757	4.239880914
758	4.238792764
759	4.236675336
760	4.235967263
761	4.235963372
762	4.235959543
763	4.228195485
764	4.225734855
765	4.225730797
766	4.217679707
767	4.217675604
768	4.217376265
769	4.217372293
770	4.210651188
771	4.207323665
772	4.207011023
773	4.203587217
774	4.203583284
775	4.203579413
776	4.202450017
777	4.202446307
778	4.202442655
779	4.194462587
780	4.188355061
781	4.1880164
782	4.186817562
783	4.186813969
784	4.181540886
785	4.175192313
786	4.167433637
787	4.162685557
788	4.154767547
789	4.154107609
790	4.152736599
791	4.152732428
792	4.152728324
793	4.151820962
794	4.14675204
795	4.141554022
796	4.141550046
797	4.141205614
798	4.139603439
799	4.133676683
800	4.132733343
801	4.127297865
802	4.118601605
803	4.118597477
804	4.118593415
805	4.118253325
806	4.110620816
807	4.109451741
808	4.107863775
809	4.099344292
810	4.099340143
811	4.093297095
812	4.093292935
813	4.093288841
814	4.092234837
815	4.086097909
816	4.086093927
817	4.086090007
818	4.086086149
819	4.085293354
820	4.08528954
821	4.085285786
822	4.084495985
823	4.078835479
824	4.070904754
825	4.06393814
826	4.062760831
827	4.061866435
828	4.061862448
829	4.054053763
830	4.049406461
831	4.049402458
832	4.049398517
833	4.049394639
834	4.039373559
835	4.039369515
836	4.032095747
837	4.032091406
838	4.031311543
839	4.031307256
840	4.031303037
841	4.028221472
842	4.028217348
843	4.027363549
844	4.024961324
845	4.022155436
846	4.02215147
847	4.021374289
848	4.021370369
849	4.021366511
850	4.021182921
851	4.021179154
852	4.016134482
853	4.016130749
854	4.016127075
855	4.016123459
856	4.0161199
857	4.015283821
858	4.015280344
859	4.01527692
860	4.010738351
861	4.002151721
862	4.000577205
863	3.998721415
864	3.998717895
865	3.998714431
866	3.998711021
867	3.998707664
868	3.998704361
869	3.998701109
870	3.998697909
871	3.993221657
872	3.99089618
873	3.988554645
874	3.9858937
875	3.9828447
876	3.982841521
877	3.982145673
878	3.982142582
879	3.98213954
880	3.976167564
881	3.971704574
882	3.967295667
883	3.966708019
884	3.966704837
885	3.966701706
886	3.965356102
887	3.965353007
888	3.960415544
889	3.960412415
890	3.954938223
891	3.950990431
892	3.95098729
893	3.948124683
894	3.940911695
895	3.940908444
896	3.934034991
897	3.932994393
898	3.932991275
899	3.928221128
900	3.928217922
901	3.928032093
902	3.925257949
903	3.923935533
904	3.921335569
905	3.920142251
906	3.913742288
907	3.913739063
908	3.906697722
909	3.906694411
910	3.906691152
911	3.906687944
912	3.905923139
913	3.900903594
914	3.894542636
915	3.89015263
916	3.885575882
917	3.88557249
918	3.880584421
919	3.88058101
920	3.874369875
921	3.868910403
922	3.868906886
923	3.861828503
924	3.861825099
925	3.861821749
926	3.857229911
927	3.857226561
928	3.857223264
929	3.85346896
930	3.853465716
931	3.853462522
932	3.853459379
933	3.852769418
934	3.852466703
935	3.851043484
936	3.846560208
937	3.846557203
938	3.846554246
939	3.846551335
940	3.84654847
941	3.845774781
942	3.845771985
943	3.845769232
944	3.837988209
945	3.837985433
946	3.831997554
947	3.830439484
948	3.824363699
949	3.823609001
950	3.821678893
951	3.82167612
952	3.816362231
953	3.809129278
954	3.800592481
955	3.798671914
956	3.798007642
957	3.797429809
958	3.797315198
959	3.794950505
960	3.794947514
961	3.787484483
962	3.787481572
963	3.783776175
964	3.78111791
965	3.77706487
966	3.773135735
967	3.773132941
968	3.769907871
969	3.769149247
970	3.76914631
971	3.768136104
972	3.76738683
973	3.763797462
974	3.760258157
975	3.758831881
976	3.758829098
977	3.758826358
978	3.752109205
979	3.752106412
980	3.750076153
981	3.743589964
982	3.743587233
983	3.742974207
984	3.739518161
985	3.739515472
986	3.736674657
987	3.736672001
988	3.736669388
989	3.736666815
990	3.736664283
991	3.727209297
992	3.727206709
993	3.723587203
994	3.72358464
995	3.723582116
996	3.72022644
997	3.720223962
998	3.719356319
999	3.719353946
