iter	RMSE
221	2.736367457
222	2.735545796
223	2.714820362
224	2.695121611
225	2.692610326
226	2.684736497
227	2.678835008
228	2.678276643
229	2.673109723
230	2.669155042
231	2.659003558
232	2.655282548
233	2.654757626
234	2.652164836
235	2.638250474
236	2.636775602
237	2.636774995
238	2.63677447
239	2.636774015
240	2.615026735
241	2.615025898
242	2.615025174
243	2.615024547
244	2.611621132
245	2.611620778
246	2.601225037
247	2.6007491
248	2.591886974
249	2.590091453
250	2.59009086
251	2.588502125
252	2.588501546
253	2.560947158
254	2.552711367
255	2.55224252
256	2.552242129
257	2.545048346
258	2.545048025
259	2.545047747
260	2.544277671
261	2.52956427
262	2.52956409
263	2.529563934
264	2.5295638
265	2.521639165
266	2.520275284
267	2.50668077
268	2.506680751
269	2.506680734
270	2.499736462
271	2.497086427
272	2.495869282
273	2.4958688
274	2.495868383
275	2.495478878
276	2.495478565
277	2.495478294
278	2.49547806
279	2.495477857
280	2.495477682
281	2.491042573
282	2.487132146
283	2.484747046
284	2.482890917
285	2.478741559
286	2.466447354
287	2.456946721
288	2.456946681
289	2.456946647
290	2.451137679
291	2.451137439
292	2.440195728
293	2.438081489
294	2.436331348
295	2.433343987
296	2.430850813
297	2.423247838
298	2.420911252
299	2.419826177
300	2.417460334
301	2.400280318
302	2.394348079
303	2.394348079
304	2.394348079
305	2.387320917
306	2.357282436
307	2.357282391
308	2.357282353
309	2.357282319
310	2.353305687
311	2.353305638
312	2.353305596
313	2.351539676
314	2.348384217
315	2.348384184
316	2.348384156
317	2.341320561
318	2.338783333
319	2.338783316
320	2.338276986
321	2.338276973
322	2.338276962
323	2.337838129
324	2.337234
325	2.336927323
326	2.317778695
327	2.316805097
328	2.314592892
329	2.314592678
330	2.311079747
331	2.311079467
332	2.311079225
333	2.307978749
334	2.307681682
335	2.307681596
336	2.307681522
337	2.303787079
338	2.303494116
339	2.299989487
340	2.287609489
341	2.28760936
342	2.282206064
343	2.282205928
344	2.28220581
345	2.280436782
346	2.274192255
347	2.263074425
348	2.26254217
349	2.261135599
350	2.255692473
351	2.254913494
352	2.254913394
353	2.246858775
354	2.246858594
355	2.246567908
356	2.246567696
357	2.242089995
358	2.230260034
359	2.230259707
360	2.228397028
361	2.225142389
362	2.22514184
363	2.222881925
364	2.222881572
365	2.222387701
366	2.21644628
367	2.216445762
368	2.2136183
369	2.211678537
370	2.211023685
371	2.199633679
372	2.199632986
373	2.199632387
374	2.199631869
375	2.19963142
376	2.199631032
377	2.197095366
378	2.197095145
379	2.196862449
380	2.196219706
381	2.193798562
382	2.185941231
383	2.185190142
384	2.182974345
385	2.182413181
386	2.17882949
387	2.178829412
388	2.171122854
389	2.17065066
390	2.169935294
391	2.169935175
392	2.168297559
393	2.162676172
394	2.162676088
395	2.160646628
396	2.160646566
397	2.160646512
398	2.159976711
399	2.159456052
400	2.159456008
401	2.15945597
402	2.158444258
403	2.158444252
404	2.157981642
405	2.157321553
406	2.148232214
407	2.148232201
408	2.14823219
409	2.14823218
410	2.147831052
411	2.14783105
412	2.143043005
413	2.129059966
414	2.12499114
415	2.123285264
416	2.110516732
417	2.10988131
418	2.108450814
419	2.107623912
420	2.105142995
421	2.10413412
422	2.10413403
423	2.104133953
424	2.104133886
425	2.099873567
426	2.085651398
427	2.085651373
428	2.08565135
429	2.085207056
430	2.083187457
431	2.082975443
432	2.082975439
433	2.068553467
434	2.067316807
435	2.065535505
436	2.064841754
437	2.064841753
438	2.064841752
439	2.055503479
440	2.05550338
441	2.052884374
442	2.052884275
443	2.052320444
444	2.052320329
445	2.050287207
446	2.049235835
447	2.040809079
448	2.040714309
449	2.035208534
450	2.033502036
451	2.033412776
452	2.031436533
453	2.029177125
454	2.021427176
455	2.019898218
456	2.005276983
457	2.005276827
458	2.002804869
459	2.002436774
460	2.00243666
461	2.002436562
462	2.000289162
463	1.999072818
464	1.99817363
465	1.998173489
466	1.998173368
467	1.996868426
468	1.996868224
469	1.996792856
470	1.99679267
471	1.994011435
472	1.994011281
473	1.993837132
474	1.992749803
475	1.992161715
476	1.991996149
477	1.986301349
478	1.986301343
479	1.986301338
480	1.98543007
481	1.985430064
482	1.98509148
483	1.985091446
484	1.983779742
485	1.983779715
486	1.97087662
487	1.970411783
488	1.970037701
489	1.970037564
490	1.955928213
491	1.955928193
492	1.951186298
493	1.951186297
494	1.951186297
495	1.951186297
496	1.949615392
497	1.94961539
498	1.949097255
499	1.949097234
500	1.947617913
501	1.946021037
502	1.945619154
503	1.94561902
504	1.942081009
505	1.941505839
506	1.94118883
507	1.940910266
508	1.928564619
509	1.928564569
510	1.928074662
511	1.927711728
512	1.927411639
513	1.927411564
514	1.925586885
515	1.925248286
516	1.91380346
517	1.91349255
518	1.913347458
519	1.913347458
520	1.909356685
521	1.905134739
522	1.905134733
523	1.905134727
524	1.90138515
525	1.900255646
526	1.900255633
527	1.893936543
528	1.893936531
529	1.89393652
530	1.889610507
531	1.887222602
532	1.88695536
533	1.885841581
534	1.88486192
535	1.884802808
536	1.884802783
537	1.880801725
538	1.878743483
539	1.878743405
540	1.878743338
541	1.87874328
542	1.877508516
543	1.876750337
544	1.873754962
545	1.871861925
546	1.871861913
547	1.871861902
548	1.870878908
549	1.870878908
550	1.869809645
551	1.869123353
552	1.869123343
553	1.867865481
554	1.867416595
555	1.867416581
556	1.866484367
557	1.866484361
558	1.861720509
559	1.857940863
560	1.854844862
561	1.854112366
562	1.853304002
563	1.853304002
564	1.853304002
565	1.852657074
566	1.852657074
567	1.850564549
568	1.850564542
569	1.850084555
570	1.849753345
571	1.839048588
572	1.824839547
573	1.824839529
574	1.824647041
575	1.813400527
576	1.799665068
577	1.799664947
578	1.784894921
579	1.784894812
580	1.784701286
581	1.784701197
582	1.78470112
583	1.784701054
584	1.784700996
585	1.784700946
586	1.77627871
587	1.773609313
588	1.770713667
589	1.770399201
590	1.764506544
591	1.758027296
592	1.753770693
593	1.753770524
594	1.753040473
595	1.753040336
596	1.748775022
597	1.74845614
598	1.739411479
599	1.738669371
600	1.738669363
601	1.738553631
602	1.738553631
603	1.73855363
604	1.737662191
605	1.736660655
606	1.736660651
607	1.736660647
608	1.736660644
609	1.736660641
610	1.730594671
611	1.73059467
612	1.730194735
613	1.730194734
614	1.730194734
615	1.730194734
616	1.730194734
617	1.724219283
618	1.724219283
619	1.723768274
620	1.723474417
621	1.723474413
622	1.723321047
623	1.723186311
624	1.723186311
625	1.723186311
626	1.70943129
627	1.709322802
628	1.707793534
629	1.707793314
630	1.705526463
631	1.705334576
632	1.705286025
633	1.696751629
634	1.69670836
635	1.696708347
636	1.696708336
637	1.694120981
638	1.694120871
639	1.693028193
640	1.693028108
641	1.681005595
642	1.68100544
643	1.67794108
644	1.677941056
645	1.674919315
646	1.674919249
647	1.672298041
648	1.670589717
649	1.670589717
650	1.669176891
651	1.667713625
652	1.665543601
653	1.6655436
654	1.654478093
655	1.652115327
656	1.65028361
657	1.650064062
658	1.650064061
659	1.648922624
660	1.648922621
661	1.648922618
662	1.648922616
663	1.646953014
664	1.646953014
665	1.644163363
666	1.644163342
667	1.644163324
668	1.643371772
669	1.642988035
670	1.642750041
671	1.642498163
672	1.640874723
673	1.638059552
674	1.636476482
675	1.636476424
676	1.635809145
677	1.635100064
678	1.6329468
679	1.631476696
680	1.631476696
681	1.631304637
682	1.629939698
683	1.629485212
684	1.62948521
685	1.629041511
686	1.623777341
687	1.621544603
688	1.620735641
689	1.620098044
690	1.618810992
691	1.617080893
692	1.617080865
693	1.615216109
694	1.614151182
695	1.61375365
696	1.606561329
697	1.606472245
698	1.606472232
699	1.605774683
700	1.605664008
701	1.603936314
702	1.602003727
703	1.601715139
704	1.601715136
705	1.601715133
706	1.601405458
707	1.59779548
708	1.596945867
709	1.59694581
710	1.593510483
711	1.590955072
712	1.590571114
713	1.587897446
714	1.587503603
715	1.587503601
716	1.585786414
717	1.58144126
718	1.58144126
719	1.578265539
720	1.578265535
721	1.578121097
722	1.578121096
723	1.577616355
724	1.577616351
725	1.577616348
726	1.576692132
727	1.576692128
728	1.576692124
729	1.576390813
730	1.575253901
731	1.574544734
732	1.572520278
733	1.57252026
734	1.572520243
735	1.572225237
736	1.571388131
737	1.571033891
738	1.569562722
739	1.568098202
740	1.568033568
741	1.568033544
742	1.568033523
743	1.565929497
744	1.563690922
745	1.563317376
746	1.560605851
747	1.559968592
748	1.559745223
749	1.557680622
750	1.557630943
751	1.55744289
752	1.556466858
753	1.556466707
754	1.552865545
755	1.552865516
756	1.552537035
757	1.55189137
758	1.551891322
759	1.550848452
760	1.546664057
761	1.546663925
762	1.546454258
763	1.545220032
764	1.545219979
765	1.545219934
766	1.545219894
767	1.539485368
768	1.531457307
769	1.53077095
770	1.528092941
771	1.526515124
772	1.525139275
773	1.525139275
774	1.524776777
775	1.520569933
776	1.520569925
777	1.520498396
778	1.519004591
779	1.518783443
780	1.518783441
781	1.51878344
782	1.515293578
783	1.514820927
784	1.514820919
785	1.50589755
786	1.505897549
787	1.505773725
788	1.505773725
789	1.504817371
790	1.504098574
791	1.504070584
792	1.501077154
793	1.501077154
794	1.501077154
795	1.500811557
796	1.500811557
797	1.500811556
798	1.496652425
799	1.495587194
800	1.495467658
801	1.495226164
802	1.495226164
803	1.488960755
804	1.486394822
805	1.485150336
806	1.484252557
807	1.472665934
808	1.472600519
809	1.4722571
810	1.472257083
811	1.472257068
812	1.472176415
813	1.471945133
814	1.467120612
815	1.466766226
816	1.465350046
817	1.465350045
818	1.459195412
819	1.455641012
820	1.455641002
821	1.455640992
822	1.455558403
823	1.444174366
824	1.441170835
825	1.440878699
826	1.438877822
827	1.438591154
828	1.438590927
829	1.437325422
830	1.437325187
831	1.436793796
832	1.430474016
833	1.430380565
834	1.430380184
835	1.430161008
836	1.428158545
837	1.428086954
838	1.428086598
839	1.42505295
840	1.41958789
841	1.419497909
842	1.419325553
843	1.419325539
844	1.415017221
845	1.414823685
846	1.414823681
847	1.414823677
848	1.414823674
849	1.404479082
850	1.404479077
851	1.399777411
852	1.398998003
853	1.398917303
854	1.398917298
855	1.397832137
856	1.396959192
857	1.395388387
858	1.395388376
859	1.394420023
860	1.394419963
861	1.394419911
862	1.39438858
863	1.39438853
864	1.394048722
865	1.394048655
866	1.394048596
867	1.394048545
868	1.394048501
869	1.393973923
870	1.393973905
871	1.393973889
872	1.393740713
873	1.382907156
874	1.382907116
875	1.382907082
876	1.380156042
877	1.380155992
878	1.379962686
879	1.379962665
880	1.379962648
881	1.379962632
882	1.379962619
883	1.378301993
884	1.378054916
885	1.373706588
886	1.372521737
887	1.3687983
888	1.368497718
889	1.368497678
890	1.368497643
891	1.365705418
892	1.365449236
893	1.365296192
894	1.365081884
895	1.365081843
896	1.365081807
897	1.363996632
898	1.363996577
899	1.36358685
900	1.363586778
901	1.361715498
902	1.361459829
903	1.361459769
904	1.360387022
905	1.354590936
906	1.354590933
907	1.353657069
908	1.353577701
909	1.353577701
910	1.351477761
911	1.351477759
912	1.35139629
913	1.350260657
914	1.349733997
915	1.34728132
916	1.347074296
917	1.343124581
918	1.343124581
919	1.338446959
920	1.338446936
921	1.338446915
922	1.338446898
923	1.337759276
924	1.33718506
925	1.332524345
926	1.332203601
927	1.330382604
928	1.330382574
929	1.329468783
930	1.329468775
931	1.32860879
932	1.327164109
933	1.326189774
934	1.326189737
935	1.326189706
936	1.326056984
937	1.326056927
938	1.326056877
939	1.325831034
940	1.325830993
941	1.325830958
942	1.325830927
943	1.325640829
944	1.325342151
945	1.325139081
946	1.324711618
947	1.324711609
948	1.324711602
949	1.324711595
950	1.32471159
951	1.324630621
952	1.324630618
953	1.324630616
954	1.318852994
955	1.318852946
956	1.316291311
957	1.315954343
958	1.312693637
959	1.312613675
960	1.311989878
961	1.311989878
962	1.310215234
963	1.30105765
964	1.295825977
965	1.295145784
966	1.295113827
967	1.294953384
968	1.294875958
969	1.293477481
970	1.293477481
971	1.290404179
972	1.290404174
973	1.290182214
974	1.28957899
975	1.289067636
976	1.287802756
977	1.287802747
978	1.285022101
979	1.284323454
980	1.284323437
981	1.284211602
982	1.284023635
983	1.283812476
984	1.283599999
985	1.28349358
986	1.283493578
987	1.283493576
988	1.281853229
989	1.281853229
990	1.280947242
991	1.280484739
992	1.280484724
993	1.280411129
994	1.28007
995	1.280069982
996	1.275648821
997	1.275648818
998	1.275648815
999	1.275648813
